idx,season,episode,character,line
487,s1,02,Leslie Knope,She's a big mucky-muck in the county school system.
488,s1,02,Leslie Knope,She's my hero.
489,s1,02,Leslie Knope,How do I explain her?
490,s1,02,Leslie Knope,She's as respected as Mother Teresa.
491,s1,02,Leslie Knope,"She's as powerful as Stalin, and she's as beautiful as Margaret Thatcher."
492,s1,02,Marlene Griggs-Knope,"In or out, Leslie."
493,s1,02,Marlene Griggs-Knope,Doorway is creepy.
494,s1,02,Leslie Knope,"Right, sorry."
495,s1,02,Leslie Knope,Choosing in.
496,s1,02,Marlene Griggs-Knope,"So, what do you want, Leslie?"
497,s1,02,Leslie Knope,"Just here to gossip, gab, chat, stuff we do."
498,s1,02,Leslie Knope,"But it looks like you're super busy, and I am super busy, so I shall bid you adieu."
499,s1,02,Leslie Knope,Oh.
500,s1,02,Leslie Knope,That's weird.
501,s1,02,Leslie Knope,I just remembered something.
502,s1,02,Leslie Knope,I have my own subcommittee now.
503,s1,02,Leslie Knope,Yeah.
504,s1,02,Leslie Knope,I'm sure you've heard something about it.
505,s1,02,Leslie Knope,People are talking about it.
506,s1,02,Marlene Griggs-Knope,No.
507,s1,02,Leslie Knope,Oh.
508,s1,02,Leslie Knope,Well.
509,s1,02,Leslie Knope,"Anyway, we're having a town hall meeting tomorrow at 7:00 p.m. at the Smithfield Community Center."
510,s1,02,Marlene Griggs-Knope,Mmm.
511,s1,02,Leslie Knope,"Yeah, I'm leading it."
512,s1,02,Leslie Knope,It's no biggie.
513,s1,02,Leslie Knope,"I mean, it is."
514,s1,02,Leslie Knope,It's a big deal.
515,s1,02,Leslie Knope,"I mean, I don't know."
516,s1,02,Leslie Knope,You know-- You want to come?
517,s1,02,Marlene Griggs-Knope,Oh.
518,s1,02,Marlene Griggs-Knope,"Honey, Geez."
519,s1,02,Marlene Griggs-Knope,You know how busy I am.
520,s1,02,Leslie Knope,I know.
521,s1,02,Leslie Knope,I know.
522,s1,02,Leslie Knope,I know!
523,s1,02,Leslie Knope,That's why I fake invited you.
524,s1,02,Marlene Griggs-Knope,I'll try to be there.
525,s1,02,Leslie Knope,Okay.
526,s1,02,Leslie Knope,"So, everybody's here."
527,s1,02,Leslie Knope,Let's get started.
528,s1,02,Mark Brendanawicz,Ow!
529,s1,02,Leslie Knope,Sorry.
530,s1,02,Leslie Knope,"Oh, I'm sorry."
531,s1,02,Leslie Knope,Metal.
532,s1,02,Leslie Knope,Sorry.
533,s1,02,Marlene Griggs-Knope,That's really loud.
534,s1,02,Leslie Knope,Subcommittee members.
535,s1,02,Leslie Knope,Are we prepared for tomorrow night?
536,s1,02,Leslie Knope,"Tom, have you booked the hall yet?"
537,s1,02,Tom Haverford,"Yes, sir."
538,s1,02,Leslie Knope,"Ann, did you clear your schedule?"
539,s1,02,Ann Perkins,I did.
540,s1,02,Ann Perkins,I changed my shift.
541,s1,02,Leslie Knope,Okay.
542,s1,02,Mark Brendanawicz,"Leslie, I just have to say, I think you might be taking this to the public a little bit too soon."
543,s1,02,Mark Brendanawicz,It literally doesn't matter what you propose to the public.
544,s1,02,Mark Brendanawicz,"They might call for a vote, and if they vote you down, then you're done."
545,s1,02,Leslie Knope,I don't care if there's gonna be a vote.
546,s1,02,Leslie Knope,"I have a secret weapon, canvassing."
547,s1,02,Leslie Knope,Nothing better than good old-fashioned door-to-door campaigning.
548,s1,02,Leslie Knope,I'm not above using my expertise to change hearts and minds if the cause is just.
549,s1,02,Leslie Knope,"When I was in sixth grade, I was voted Best Dressed by 87 votes."
550,s1,02,Leslie Knope,And there were only 63 people in my class. Andy fell into that pit.
551,s1,02,Leslie Knope,I fell into that pit.
552,s1,02,Leslie Knope,How many more Pawnee citizens are gonna have to fall into that pit before we turn it into a park?
553,s1,02,Leslie Knope,Zero.
554,s1,02,Leslie Knope,Say it.
555,s1,02,Tom Haverford,Zero.
556,s1,02,Mark Brendanawicz,Zero.
557,s1,02,April Ludgate,A hundred.
558,s1,02,Ann Perkins,Zero.
559,s1,02,Leslie Knope,I've got some sunscreen for your beaks.
560,s1,02,Leslie Knope,"Tom, you probably won't need any."
561,s1,02,Leslie Knope,Uhâ¦. And this is our canvassing guide.
562,s1,02,Leslie Knope,This is gonna be the script that we use when we speak with people.
563,s1,02,Mark Brendanawicz,"""If a person is a man, turn to page two."""
564,s1,02,Tom Haverford,"""If the person looks like a celebrity, example, Jack Nicholson, use this to help your pitch."""
565,s1,02,Tom Haverford,"""Example, 'You can't handle the pit.'"""
566,s1,02,Tom Haverford,"""That's why we need to turn it into a park."""
567,s1,02,Ann Perkins,Oh.
568,s1,02,Ann Perkins,This is really thorough.
569,s1,02,Leslie Knope,Ann and I are a team.
570,s1,02,Leslie Knope,You guys are a team.
571,s1,02,Leslie Knope,"We have even sectors, you guys have odd sectors."
572,s1,02,Leslie Knope,And we're gonna win.
573,s1,02,Ann Perkins,Yeah.
574,s1,02,April Ludgate,Win what?
575,s1,02,Leslie Knope,Go!
576,s1,02,Leslie Knope,Okay.
577,s1,02,Leslie Knope,"Ooh, someone's in there."
578,s1,02,Leslie Knope,This is gonna be fun.
579,s1,02,Leslie Knope,Are you excited?
580,s1,02,Ann Perkins,"Excited, yeah."
581,s1,02,Leslie Knope,Are you ready?
582,s1,02,Ann Perkins,"Yes, definitely."
583,s1,02,Leslie Knope,Are you pumped up?
584,s1,02,Ann Perkins,Yes!
585,s1,02,Leslie Knope,Look humble.
586,s1,02,Leslie Knope,But confident.
587,s1,02,Leslie Knope,Good afternoon.
588,s1,02,Leslie Knope,We are representatives from your local government.
589,s1,02,Leslie Knope,May we speak with you for a moment about the Sullivan Street pit?
590,s1,02,Extra,Sure.
591,s1,02,Leslie Knope,Excellent!
592,s1,02,Leslie Knope,Positive response.
593,s1,02,Leslie Knope,How would you feel if we turned that pit into a beautiful community park?
594,s1,02,Extra,Oh.
595,s1,02,Extra,Yeah.
596,s1,02,Extra,That'd be a great idea.
597,s1,02,Ann Perkins,Oh.
598,s1,02,Ann Perkins,Good.
599,s1,02,Ann Perkins,I actually live in the neighborhood So I could probably tell you a little bit about--
600,s1,02,Leslie Knope,That's-- Go to section three.
601,s1,02,Ann Perkins,Okay.
602,s1,02,Ann Perkins,"Um, We are having a public forum tomorrow night."
603,s1,02,Ann Perkins,"And it would be great if you could come, voice your strong support."
604,s1,02,Extra,Tomorrow?
605,s1,02,Extra,I can't.
606,s1,02,Extra,I'm busy.
607,s1,02,Extra,Sorry.
608,s1,02,Leslie Knope,Oh.
609,s1,02,Leslie Knope,"Yes, we understand that people are busy, but we would love for you to come to the meeting and toâ¦"
610,s1,02,Extra,Sorry.
611,s1,02,Extra,"Good luck, though."
612,s1,02,Extra,I'm all for a park.
613,s1,02,Ann Perkins,Would it change your mind if we told you that--
614,s1,02,Leslie Knope,She's gone.
615,s1,02,Extra,"Yeah, a park, huh?"
616,s1,02,Extra,That sounds like a really good idea.
617,s1,02,Mark Brendanawicz,Great.
618,s1,02,Mark Brendanawicz,Would you be willing to come to a town meeting and show your support?
619,s1,02,Extra,Absolutely.
620,s1,02,Extra,"Now, is this park gonna have a playground or, you know, maybe a pool for the kids?"
621,s1,02,Mark Brendanawicz,"Oh, how old are your kids?"
622,s1,02,Extra,No kids.
623,s1,02,Tom Haverford,Uh-oh.
624,s1,02,April Ludgate,I'm gonna put him down as a yes.
625,s1,02,Mark Brendanawicz,Don't do that.
626,s1,02,Extra,"Also, is the park gonna be at least 1,000 feet from my house?"
627,s1,02,Extra,"Because, you know, I really can't move again."
628,s1,02,Mark Brendanawicz,"April, please stand behind me."
629,s1,02,Mark Brendanawicz,That's it.
630,s1,02,Mark Brendanawicz,That's all.
631,s1,02,Mark Brendanawicz,That's all we've got.
632,s1,02,Extra,No flier?
633,s1,02,Mark Brendanawicz,Nope.
634,s1,02,Extra,Okay.
635,s1,02,Extra,Thank you.
636,s1,02,Mark Brendanawicz,"Wow, man."
637,s1,02,Mark Brendanawicz,This is great.
638,s1,02,Mark Brendanawicz,This is so great.
639,s1,02,Mark Brendanawicz,I love canvassing.
640,s1,02,Mark Brendanawicz,What a great way to spend my time.
641,s1,02,Tom Haverford,"All right, Team Haverford."
642,s1,02,Tom Haverford,"You guys are awesome, but I think I might work better as a solo artist."
643,s1,02,Tom Haverford,"So, I'm gonna head out."
644,s1,02,Tom Haverford,Peace.
645,s1,02,April Ludgate,He runs weird.
646,s1,02,Mark Brendanawicz,He really does.
647,s1,02,Extra,It's a good idea.
648,s1,02,Extra,But I'm just not sure.
649,s1,02,Ann Perkins,Okay.
650,s1,02,Ann Perkins,Which part are you not sure about?
651,s1,02,Extra,Turning the pit into a park.
652,s1,02,Ann Perkins,That's kind of the whole thing.
653,s1,02,Extra,"Well, look, I think this is a great idea, but I can't make any forum."
654,s1,02,Extra,I would have to get a babysitter.
655,s1,02,Leslie Knope,How old are your kids?
656,s1,02,Extra,Four and two.
657,s1,02,Leslie Knope,Could the 4 year old watch the 2 year old?
658,s1,02,Ann Perkins,Okay.
659,s1,02,Tom Haverford,Mickey!
660,s1,02,Tom Haverford,"What's up, buddy?"
661,s1,02,Tom Haverford,How's my number one sod man doing?
662,s1,02,Tom Haverford,"Look, here's the one, two, three of the situation."
663,s1,02,Tom Haverford,"One, we're building a new park, two, I'm on the committee, three, you're putting in the sod."
664,s1,02,Tom Haverford,"And who knows, you know?"
665,s1,02,Tom Haverford,"Maybe, down the line, a situation will arise where you could hook me up."
666,s1,02,Tom Haverford,"Are you gonna commit to coming to this meeting tomorrow, or are you gonna be a bitch?"
667,s1,02,Tom Haverford,"Yes, you do owe me."
668,s1,02,Tom Haverford,Tom Haverford.
669,s1,02,Leslie Knope,Okay.
670,s1,02,Leslie Knope,"Keep going, keep moving."
671,s1,02,Leslie Knope,Nose to the grindstone.
672,s1,02,Leslie Knope,No means yes.
673,s1,02,Ann Perkins,"Can we stop, please?"
674,s1,02,Ann Perkins,"Because it's really hot, and I'm tired."
675,s1,02,Leslie Knope,"Yeah, I'm hot, too."
676,s1,02,Leslie Knope,Let's blow on each other's faces.
677,s1,02,Leslie Knope,Or we could drink some water.
678,s1,02,Ann Perkins,"Yeah, let's do that."
679,s1,02,Ann Perkins,My house is really close by.
680,s1,02,Ann Perkins,Let's just go take a break for an hour or so.
681,s1,02,Leslie Knope,"Okay, okay."
682,s1,02,Leslie Knope,"Look, I didn't want it to have to come to this, but, Ann, please open the sealed envelope that's in your binder."
683,s1,02,Leslie Knope,This is a little something I learned from Karl Rove.
684,s1,02,Leslie Knope,"If you want to guarantee the results of a survey, you design the question to give you the answer that you want."
685,s1,02,Ann Perkins,"""Wouldn't you rather have a park than a storage facility for nuclear waste?"""
686,s1,02,Ann Perkins,That seems iffy.
687,s1,02,Leslie Knope,"Yeah, don't worry about it, I made it all up."
688,s1,02,Ann Perkins,"Yeah, that's what I mean."
689,s1,02,Leslie Knope,"Wouldn't you agree, like most decent Americans, that it would be a good idea to turn the abandoned lot on Sullivan Street into a beautiful community park?"
690,s1,02,Extra,Oh.
691,s1,02,Extra,"Actually, no."
692,s1,02,Extra,I'm not really a fan of parks.
693,s1,02,Extra,"Very noisy, barbecue smell all the time."
694,s1,02,Leslie Knope,Would you change your mind if I told you that nine out of 10 meth users said the same exact thing?
695,s1,02,Extra,What?
696,s1,02,Extra,How would you even know that?
697,s1,02,Leslie Knope,Survey.
698,s1,02,Leslie Knope,We surveyed crystal meth users.
699,s1,02,Ann Perkins,We're actually having a little town meeting tomorrow night if you wanted to just--
700,s1,02,Extra,"Look, I know it sounds weird, but I just don't like living near parks."
701,s1,02,Extra,"So if you have a flier or something, I'd be happy to take it."
702,s1,02,Extra,Thank you.
703,s1,02,Extra,Okay.
704,s1,02,Leslie Knope,You don't care about your kids if you don't support this park!
705,s1,02,Extra,Excuse me?
706,s1,02,Leslie Knope,"It's-- What I mean is, kids love parks and you should, too."
707,s1,02,Extra,"So, if I don't support your little project, then I don't love my daughter?"
708,s1,02,Leslie Knope,I didn't--
709,s1,02,Extra,"What time is this thing, anyway?"
710,s1,02,Leslie Knope,"Oh, it's next month, forget about it."
711,s1,02,Extra,"Oh, it's tomorrow night."
712,s1,02,Extra,I'll be there.
713,s1,02,Leslie Knope,Great.
714,s1,02,Extra,Okay.
715,s1,02,Extra,Come on.
716,s1,02,Leslie Knope,We got one.
717,s1,02,Extra,Come on.
718,s1,02,Tom Haverford,Am I talking to the two sexiest thighs in landscaping?
719,s1,02,Tom Haverford,"Yes, I am, 'cause I'm talking to Marcy."
720,s1,02,Tom Haverford,How's it going?
721,s1,02,Tom Haverford,Tom Haverford.
722,s1,02,Tom Haverford,"Kevin, your sandboxes are the best."
723,s1,02,Tom Haverford,That's why I want you involved!
724,s1,02,Tom Haverford,I just want the best monkey bars I can get in my park.
725,s1,02,Tom Haverford,I don't mind hooking you up.
726,s1,02,Tom Haverford,"Maybe, down the line, there'll be a situation where you can hook me up."
727,s1,02,Leslie Knope,"Thank you for your time, sir."
728,s1,02,Leslie Knope,"Hmm, he said some upsetting things."
729,s1,02,Ann Perkins,I can't believe you gave him your home phone number.
730,s1,02,Leslie Knope,"Well, I'm a public servant."
731,s1,02,Leslie Knope,I need to be accessible.
732,s1,02,Ann Perkins,What the hell is wrong with people?
733,s1,02,Ann Perkins,I should show them Andy's medical bills.
734,s1,02,Ann Perkins,Maybe they'd have a little sympathy.
735,s1,02,Leslie Knope,"Oh, my God."
736,s1,02,Leslie Knope,Ann!
737,s1,02,Leslie Knope,Game changer.
738,s1,02,Leslie Knope,You just busted the game wide open.
739,s1,02,Ann Perkins,How?
740,s1,02,Leslie Knope,Andy.
741,s1,02,Leslie Knope,We need Andy.
742,s1,02,Leslie Knope,He's our symbol.
743,s1,02,Leslie Knope,We'll wheel him around the neighborhood to get sympathy.
744,s1,02,Leslie Knope,He's a cute FDR.
745,s1,02,Ann Perkins,Yeah!
746,s1,02,Leslie Knope,Yeah!
747,s1,02,Paul,"Ron, you got a minute?"
748,s1,02,Ron Swanson,"Uh, sure, Paul."
749,s1,02,Ron Swanson,What can I do for you?
750,s1,02,Paul,The Sullivan Street Park project.
751,s1,02,Paul,"You fast-tracked it, right?"
752,s1,02,Ron Swanson,"Yeah, absolutely."
753,s1,02,Ron Swanson,We have a public forum tomorrow.
754,s1,02,Paul,Okay.
755,s1,02,Paul,Great.
756,s1,02,Paul,I'll be there.
757,s1,02,Ron Swanson,Great.
758,s1,02,Ron Swanson,Mmm.
759,s1,02,Ron Swanson,"""Hey! You fast-tracked that, right?"""
760,s1,02,Paul,I'm sorry?
761,s1,02,Paul,Did you say something?
762,s1,02,Ron Swanson,Nope.
763,s1,02,Paul,You didn't say anything to me?
764,s1,02,Ron Swanson,Nope.
765,s1,02,Ron Swanson,There's a new wind blowing in government and I don't like it.
766,s1,02,Ron Swanson,"All of a sudden, there's all this federal money coming in, and Paul, the city manager, is telling us to build parks and start new community programs."
767,s1,02,Ron Swanson,It's horrifying.
768,s1,02,Leslie Knope,"Do you have, like, a nurse's costume?"
769,s1,02,Ann Perkins,Costume?
770,s1,02,Ann Perkins,"You mean, like, scrubs?"
771,s1,02,Leslie Knope,"Yeah, put those on."
772,s1,02,Ann Perkins,Okay.
773,s1,02,Andy Dwyer,"Please tell me, Please tell me why, My car is in the front yard, Bass!"
774,s1,02,Andy Dwyer,Come on.
775,s1,02,Andy Dwyer,And I'm sleeping with my clothes on I came in through the window last night
776,s1,02,Mark Brendanawicz,It can be tricky dealing
777,s1,02,Leslie Knope,Don't-- Why do I want to build this park so bad?
778,s1,02,Leslie Knope,Maybe because a pit filled with garbage isn't the best that we can do in America.
779,s1,02,Leslie Knope,"You know, in Russia, they could pretend that pit was a park, bring their kids down there."
780,s1,02,Leslie Knope,"""Hey, Vlad! Look at these rocks! Let's pretend they're potatoes!"""
781,s1,02,Leslie Knope,"""Nikolai! Do you want to swim in the dirt?"""
782,s1,02,Leslie Knope,But not here.
783,s1,02,Leslie Knope,Okay?
784,s1,02,Leslie Knope,'Cause we're a nation of dreamers.
785,s1,02,Leslie Knope,And it is my dream to build a park.
786,s1,02,Leslie Knope,That I one day visit with my White House staff on my birthday.
787,s1,02,Leslie Knope,"And they say, ""President Knope, this park is awesome."""
788,s1,02,Leslie Knope,"""Now we understand why you are the first female President of the United States."""
789,s1,02,Ron Swanson,"Leslie Knope, builder of parks."
790,s1,02,Ron Swanson,How was canvassing?
791,s1,02,Leslie Knope,"Canvassing was okay, but I think we're gonna have to postpone the town meeting."
792,s1,02,Ron Swanson,Postpone?
793,s1,02,Leslie Knope,Only for 1 to 90 days.
794,s1,02,Ron Swanson,No.
795,s1,02,Ron Swanson,You're doing this meeting.
796,s1,02,Ron Swanson,You have my full support.
797,s1,02,Ron Swanson,"I was talking to the city manager, exchanging ideas."
798,s1,02,Ron Swanson,"Um, there's a mutual respect there."
799,s1,02,Ron Swanson,"And together, we have decided to fast-track your project."
800,s1,02,Leslie Knope,City manager?
