Character,Line,Next_Character,Season,Episode,Line_Length,Sentiment
Dave Sanderson,"He's not gonna go to jail, you know. He's a minor.",Leslie Knope,2,7,11,Neutral
Leslie Knope,"Well, we'll let the jury decide.",Dave Sanderson,2,7,6,Negative
Dave Sanderson,There's not gonna be a jury--,Leslie Knope,2,7,6,Neutral
Leslie Knope,Then the judge will decide where he goes.,Dave Sanderson,2,7,8,Neutral
Dave Sanderson,"Look. He's going to do probation, he's a minor.",Leslie Knope,2,7,9,Neutral
Leslie Knope,"Dave, just let me have this.",Mark Brendanawicz,2,7,6,Neutral
Mark Brendanawicz,"Wow. Nice work, Knope.",Ann Perkins,2,7,4,Negative
Ann Perkins,Yeah. That is amazing.,Leslie Knope,2,7,4,Positive
Leslie Knope,"Thanks. But the thing that's driving me nuts is, how did he do it?",Ann Perkins,2,7,14,Negative
Ann Perkins,"If you destroy him early, please come by.",Leslie Knope,2,7,8,Neutral
Leslie Knope,I will.,Ann Perkins,2,7,2,Neutral
Ann Perkins,How is someone gonna be able to get through that door?,Jerry Gergich,2,7,11,Positive
Jerry Gergich,Oh! What the... Are you,Leslie Knope,2,7,5,Neutral
Leslie Knope,"I mean, we were here all afternoon. How did he get in? First of all, we always lock the doors when we leave. And Dave and I tailed Pikitis from the moment he left his house at 7:00 p.m. to the moment we came back here. Does he have a lookalike or something? Did he have an accomplice? I mean, did he have help? How did that little turd do it?",None,2,7,71,Negative
Ron Swanson,"Potential problem. The previous owner of Lot 48, Norquist Properties, is claiming the government screwed them by illegally seizing the land.",Leslie Knope,2,13,21,Positive
Leslie Knope,"I know about this issue. I called the city attorney, like, 50 times. He didn't call me back.",Ann Perkins,2,13,18,Negative
Ann Perkins,"Oh, do you need a lawyer? Because my friend Justin's a lawyer. I'm sure he could help.",Leslie Knope,2,13,17,Neutral
Leslie Knope,"Oh, that'd be terrific.",Ann Perkins,2,13,4,Neutral
Ann Perkins,Yeah. I'll call him. Justin's the greatest guy ever.,Mark Brendanawicz,2,13,9,Positive
Mark Brendanawicz,"""The greatest guy ever""?",Tom Haverford,2,13,4,Neutral
Tom Haverford,But does he dress this well? Brooks Brothers. Bought it right off the mannequin.,George MacFayden,2,13,14,Neutral
George MacFayden,Ron Swanson?,Ron Swanson,2,13,2,Neutral
Ron Swanson,That's me.,George MacFayden,2,13,2,Neutral
George MacFayden,My name is George MacFayden. I wanted to talk to you about the amount of snow in the parks.,Ron Swanson,2,13,19,Neutral
Ron Swanson,"I've been getting a lot of visitors recently, thanks to a stupid and worthless new push to make government officials more accessible to the public.",Extra,2,13,25,Negative
Extra,There is a disturbing lack of benches in Ramsett Park! I want to sit more! And another thing I like is the layout of the hiking trails. I made this in one of your pottery classes. It's terrible.,Ron Swanson,2,13,38,Positive
Ron Swanson,This is my hell.,Ann Perkins,2,13,4,Neutral
Ann Perkins,Hey!,Leslie Knope,2,13,1,Neutral
Leslie Knope,Hey!,Ann Perkins,2,13,1,Neutral
Ann Perkins,"All right, so Tom, here's your chicken caesar salad, no dressing, no cheese, no croutons, no taste.",Tom Haverford,2,13,17,Positive
Tom Haverford,And no carbs.,Ann Perkins,2,13,3,Negative
Ann Perkins,"And for you madam, the Leslie Knope.",Leslie Knope,2,13,7,Neutral
Leslie Knope,Thank you.,Ann Perkins,2,13,2,Neutral
Ann Perkins,"I can not believe the cafeteria named a sandwich after you, that is so cool.",Leslie Knope,2,13,15,Neutral
Leslie Knope,Isn't it? Salami on pumpernickel with olice juice and extra iceberg. It was the only sandwich on the board that wasn't named. I just wish I liked it.,Ann Perkins,2,13,28,Positive
Ann Perkins,So how are you feeling about the whole Dave situation?,Leslie Knope,2,13,10,Positive
Leslie Knope,"I really miss him. Yeah, I'm just trying to enjoy the memories.",Ann Perkins,2,13,12,Neutral
Ann Perkins,"Aw, that's a sweet picture.",Leslie Knope,2,13,5,Positive
Leslie Knope,"I know, isn't it? I asked the police department if I could have it, and they said no, so I stole it.",Ann Perkins,2,13,22,Neutral
Ann Perkins,I have an idea. Why don't you let me set you up?,Leslie Knope,2,13,12,Neutral
Leslie Knope,"I don't know, it feels a little too soon.",Ann Perkins,2,13,9,Neutral
Ann Perkins,"I'm telling you, this is the best way to get over someone. Just get back on that horse.",Leslie Knope,2,13,18,Negative
Leslie Knope,"Yeah, maybe.",Ann Perkins,2,13,2,Neutral
Ann Perkins,"I feel sorry for Leslie. It's really hard to end a relationship because of distance. Although, that's pretty much why I broke up with Andy. He lived way too close to me.",Tom Haverford,2,13,32,Neutral
Tom Haverford,"Wow, 12:15! You're early today.",Jerry Gergich,2,13,5,Neutral
Jerry Gergich,"April, there's no paper in the printer.",April Ludgate,2,13,7,Positive
April Ludgate,So?,Jerry Gergich,2,13,1,Neutral
Jerry Gergich,So that's the one thing you do.,Ron Swanson,2,13,7,Neutral
Ron Swanson,"Attention. April, stop doing that.",April Ludgate,2,13,5,Neutral
April Ludgate,"Jerry told me to, so it's super crucial.",Ron Swanson,2,13,8,Neutral
Ron Swanson,More important and more important than anything in this godforsaken world is finding me an assistant.,Tom Haverford,2,13,16,Negative
Tom Haverford,You get an assistant now?,Ron Swanson,2,13,5,Positive
Ron Swanson,"Yeah, I've always been able to have one, but I've turned it down because it's a waste of money. In the eight years I've had this job, I've saved the taxpayers of this city more than 150 grand. But now, I need the taxpayers' money to save me from the taxpayers. Post this at your college.",April Ludgate,2,13,56,Neutral
April Ludgate,This looks like an ad for nothing.,Ron Swanson,2,13,7,Neutral
Ron Swanson,"Please be careful with it, it's my only copy.",Justin,2,13,9,Negative
Justin,"Leslie? Ann's friend, Justin.",Leslie Knope,2,13,4,Positive
Leslie Knope,"Hey, yeah, of course! Hi! Thank you. Thank you for coming in.",Justin,2,13,12,Negative
Justin,It's my pleasure. Not a problem.,Leslie Knope,2,13,6,Neutral
Leslie Knope,Have a seat.,Justin,2,13,3,Neutral
Justin,"I should warn you, land seizure isn't really my specialty, but I'm happy to take a look. Any friend of Ann's--",Leslie Knope,2,13,21,Neutral
Leslie Knope,"Is a friend of mine! That's my motto, too. So, what is your specialty? Is it locking up the bad guys or keeping them on the streets?",Justin,2,13,27,Negative
Justin,"Neither. Civil litigation, mostly.",Leslie Knope,2,13,4,Negative
Leslie Knope,That's interesting.,Justin,2,13,2,Neutral
Justin,It can be. I've got this crazy case-- Have you ever heard of this product Fire in a Can?,Leslie Knope,2,13,19,Neutral
Leslie Knope,"Ah, I love those commercials! If you want to start a fire, But you have to do it fast--",Justin,2,13,19,Positive
Justin,"Well, you shouldn't buy it. It'll literally burn your hand clean off.",Leslie Knope,2,13,12,Neutral
Leslie Knope,"Oh, wow.",Justin,2,13,2,Neutral
Justin,"Mmmhmm. It is an aerosol can with an igniter and a trigger. It's essentially a blowtorch, and if you can believe it, it was invented to warm up baby bottles.",Leslie Knope,2,13,30,Neutral
Leslie Knope,"This is my colleague, Tom Haverford.",Justin,2,13,6,Neutral
Justin,Tom. Justin.,Tom Haverford,2,13,2,Positive
Tom Haverford,"How are you? You are wearing the hell out of that suit, sir. Banana, two button.",Leslie Knope,2,13,16,Positive
Leslie Knope,"Okay, let's go into the conference room. I've got everything laid out. Tom, stop.",Tom Haverford,2,13,14,Negative
Tom Haverford,We should talk later.,Justin,2,13,4,Neutral
Justin,"You are very organized, Leslie.",Leslie Knope,2,13,5,Neutral
Leslie Knope,"Yeah, I am. Thank you.",Justin,2,13,5,Positive
Justin,I love what you do. You have the coolest job. Let me guess. This is our park. I want to know everything about this.,Leslie Knope,2,13,24,Neutral
Leslie Knope,"Oh. Okay. Well, these green things represent trees.",April Ludgate,2,13,8,Neutral
April Ludgate,"I come in, like, two hours late because I had to finish watching Swimfan because it was on, and everyone, like, jumped down my throat.",Andy Dwyer,2,13,25,Neutral
Andy Dwyer,"Oh, man.",April Ludgate,2,13,2,Neutral
April Ludgate,I can't wait till my internship is over so I can get the hell out of here.,Andy Dwyer,2,13,17,Neutral
Andy Dwyer,"Well, you're all set. Free of charge, of course.",April Ludgate,2,13,9,Negative
April Ludgate,"Hey, why don't you sell your band's CDs here?",Andy Dwyer,2,13,9,Negative
Andy Dwyer,"That is a brilliant idea. I cannot believe I didn't think of that. I have been writing a lot of songs about shining shoes lately. I tend to write about what I'm doing. Talking about writing about what I'm doing, Now I'm singing about talking about writing about what I'm doing",Justin,2,13,51,Neutral
Justin,"Of course I'm gonna have to take a closer look at these things, but my gut's telling me this is not gonna be a big deal. Companies make bogus claims like this all the time. I think you're gonna be just fine.",Leslie Knope,2,13,42,Positive
Leslie Knope,Thank you so much. I know you're really busy.,Justin,2,13,9,Positive
Justin,"Please, my pleasure. At least this stuff is interesting, you know? You know, it actually reminds me, two years ago, I was in Borneo officiating a wedding, and this enormous medicine man showed up and he was there to basically tell--",Ann Perkins,2,13,41,Negative
Ann Perkins,Justin!,Justin,2,13,1,Positive
Justin,"Hey, kiddo! How you doing?",Ann Perkins,2,13,5,Neutral
Ann Perkins,Hey! I'm good. I haven't seen you in forever!,Justin,2,13,9,Neutral
Justin,I know! It's so good to see you.,Ann Perkins,2,13,8,Neutral
Ann Perkins,"You, too. Do you want to grab some dinner?",Justin,2,13,9,Positive
Justin,"Uh, I would love to. I cannot. I am swamped.",Ann Perkins,2,13,10,Neutral
Ann Perkins,You're always so busy.,Justin,2,13,4,Neutral
Justin,"Yeah. Next week, I promise.",Ann Perkins,2,13,5,Neutral
Ann Perkins,Okay.,Mark Brendanawicz,2,13,1,Neutral
Mark Brendanawicz,"Hey, I'm Mark.",Ann Perkins,2,13,3,Neutral
Ann Perkins,Sorry!,Justin,2,13,1,Neutral
Justin,"Hey, Mark.",Ann Perkins,2,13,2,Neutral
Ann Perkins,"Justin, this is Mark. This is the city planner.",Justin,2,13,9,Negative
Justin,"Oh, my God! It's such a pleasure to meet you.",Mark Brendanawicz,2,13,10,Neutral
Mark Brendanawicz,Pleasure.,Justin,2,13,1,Neutral
Justin,"Pleasure. Anyway, Leslie, I have to go. It has been a super pleasure meeting you. I am gonna get into this over the weekend, and I will get back to you on Monday about it.",Leslie Knope,2,13,35,Positive
Leslie Knope,Okay. Great.,Justin,2,13,2,Neutral
Justin,All right.,Tom Haverford,2,13,2,Neutral
Tom Haverford,"See you, Justin!",Justin,2,13,3,Neutral
Justin,"Okay, Tom. Good seeing you.",Leslie Knope,2,13,5,Neutral
Leslie Knope,"I've been thinking. It has been a while since Dave left, and I think I might be ready to start dating again.",Ann Perkins,2,13,22,Neutral
Ann Perkins,That's great!,Leslie Knope,2,13,2,Neutral
Leslie Knope,"You know, I was only with Mark for one night, and then I was hung up on him for six years. I dated Dave for three months, so if I continue that pattern, I won't be over him for... Five hundred years.",Ann Perkins,2,13,42,Neutral
Ann Perkins,What is your ideal man?,Leslie Knope,2,13,5,Neutral
Leslie Knope,He has the brains of George Clooney in the body of Joe Biden.,Ann Perkins,2,13,13,Neutral
Ann Perkins,"Interesting. That's a, high weird bar. Okay. Just off the bat, there's a couple of doctors I think you would love.",Leslie Knope,2,13,21,Neutral
Leslie Knope,"Actually I was thinkingâ¦ What about Justin? I mean, I feel like we kind of hit it off in there.",Ann Perkins,2,13,20,Neutral
Ann Perkins,"Yeah, I don't, I just don't know if that would be the right fit.",Leslie Knope,2,13,14,Neutral
Leslie Knope,No? Is there something wrong with him?,Ann Perkins,2,13,7,Positive
Ann Perkins,"No, no, he's really, really, really great, and you're so great, obviously. I just... I don't... I don't know. It's hard, I can'tâ¦ I can't putâ¦",Leslie Knope,2,13,26,Negative
Leslie Knope,What is it though?,Ann Perkins,2,13,4,Neutral
Ann Perkins,"I don't know, it's justâ¦ I don't think it would beâ¦",Leslie Knope,2,13,11,Positive
Leslie Knope,I think it would. No?,Ann Perkins,2,13,5,Positive
Ann Perkins,"No, I really don't. I'm sorry, I don'tâ¦",Leslie Knope,2,13,8,Neutral
Leslie Knope,"Don't be sorry, I mean, if you think it wasn't gonna work, orâ¦",Ann Perkins,2,13,13,Neutral
Ann Perkins,"But I will find you someone, I promise, and he'll be awesome. I'm gonna go do it right now.",Leslie Knope,2,13,19,Positive
Leslie Knope,"Oh, good, great, yes! Go, Ann, go! Oh, just one rule. I don't want to date a twin, 'cause I've been tricked before.",Ann Perkins,2,13,23,Negative
Ann Perkins,Okay.,Ron Swanson,2,13,1,Neutral
Ron Swanson,Yes. I understand your complaint. I have to go now. Please. Thank you.,Tom Haverford,2,13,13,Negative
Tom Haverford,Ron Solo!,Ron Swanson,2,13,2,Neutral
Ron Swanson,"Hello, Tom.",Tom Haverford,2,13,2,Neutral
Tom Haverford,I want to help you with your assistant search.,Ron Swanson,2,13,9,Positive
Ron Swanson,Why?,Tom Haverford,2,13,1,Neutral
Tom Haverford,"Just want to do my boy Ron a solid. I know exactly what you're looking for, and I will find you a reliable person.",Ron Swanson,2,13,24,Neutral
Ron Swanson,"Okay, sounds good.",Tom Haverford,2,13,3,Positive
Tom Haverford,"How do you know that was a member of the public, and not just a friend?",Ron Swanson,2,13,16,Negative
Ron Swanson,"Yeah, my friends know that I have a strict no call policy. Now get out there and find me an assistant.",Tom Haverford,2,13,21,Negative
Tom Haverford,Okay.,Ann Perkins,2,13,1,Neutral
Ann Perkins,I left you three messages. Did you get them?,Leslie Knope,2,13,9,Neutral
Leslie Knope,"No, I've been running around all day. What's up?",Ann Perkins,2,13,9,Neutral
Ann Perkins,"I found the perfect guy to set you up with, but he's going out of town, so he can only do tonight, so I came over here right after work.",Leslie Knope,2,13,30,Neutral
Leslie Knope,Is that his blood?,Ann Perkins,2,13,4,Neutral
Ann Perkins,"What? Oh, damn, now I have to go back.",Leslie Knope,2,13,9,Neutral
Leslie Knope,Who is he?,Ann Perkins,2,13,3,Neutral
Ann Perkins,"His name is Chris and he's an MRI technician, and he's really cute, and he's very passionate about his job, and I told him all about you, and he's really interested. So, dinner tonight, and here's the info.",Leslie Knope,2,13,38,Negative
Leslie Knope,"Thanks! Wait! How's he gonna know it's me? I'll wear a red rose in my hair. No, I'll wear a giant red hat. No, I don't have one of those. What should I wear? It's gotta be red.",Ann Perkins,2,13,38,Neutral
Ann Perkins,I will just tell him what you look like.,Leslie Knope,2,13,9,Neutral
Leslie Knope,Good call. Hi. I'm Leslie. Are you Chris?,Chris,2,13,8,Negative
Chris,Yeah.,Leslie Knope,2,13,1,Neutral
Leslie Knope,Sorry I'm late.,Chris,2,13,3,Neutral
Chris,"Oh, don't worry about it. You look beautiful.",Leslie Knope,2,13,8,Negative
Leslie Knope,Thank you.,Chris,2,13,2,Neutral
Chris,"Oh, here, let me take your coat.",Leslie Knope,2,13,7,Negative
Leslie Knope,Thanks.,Chris,2,13,1,Neutral
Chris,Sure.,Leslie Knope,2,13,1,Neutral
Leslie Knope,"Well done, Ann.",Chris,2,13,3,Positive
Chris,I actually heard that.,Leslie Knope,2,13,4,Neutral
Leslie Knope,What?,Chris,2,13,1,Neutral
Chris,"Well, I went to Wisconsin for both undergrad and grad school. Go Badgers!",Leslie Knope,2,13,13,Neutral
Leslie Knope,Boo! Indiana Hoosiers!,Chris,2,13,3,Neutral
Chris,No. Badgers.,Leslie Knope,2,13,2,Neutral
Leslie Knope,Oh. It's not important. I'm just glad that we could make this happen.,Chris,2,13,13,Neutral
Chris,"Ann kept going on about how wonderful you are, and I just had to see for myself.",Leslie Knope,2,13,17,Neutral
Leslie Knope,"Well, she's my number one best friend.",Chris,2,13,7,Negative
Chris,"I wish she'd told me that you went to Indiana, but whatever. So, you're in charge of amusement parks, right? God, that's exciting!",Leslie Knope,2,13,23,Neutral
Leslie Knope,"Actually, it's regular parks. Like swings and slides and stuff.",Chris,2,13,10,Neutral
Chris,Strike two.,Leslie Knope,2,13,2,Neutral
Leslie Knope,"You know, isn't it funny how these setups are always just so awkward?",Chris,2,13,13,Neutral
Chris,Why would you say that?,Leslie Knope,2,13,5,Neutral
Leslie Knope,I don'tâ¦ I don't know. They're not. Forget it.,Chris,2,13,9,Positive
Chris,Way to go Chris. Did I just make it awkward?,Leslie Knope,2,13,10,Neutral
Leslie Knope,"No, no, you didn't. Well, yeah, you kind of did. Let's just start from the beginning, I guess.",Chris,2,13,18,Positive
Chris,"Hey, watch this. I will now extinguish this candle with my bare hand.",Leslie Knope,2,13,13,Neutral
Leslie Knope,Okay.,Chris,2,13,1,Neutral
Chris,That really hurt!,Leslie Knope,2,13,3,Neutral
Leslie Knope,Are you okay?,Chris,2,13,3,Neutral
Chris,"Oh, God! It looked so much easier on the Internet. God, I gotta borrow some of your ice! Oh, no, thanks, I'm not thirsty.",Ann Perkins,2,13,24,Neutral
Ann Perkins,"What? German? Oh, my God. All right, later.",Mark Brendanawicz,2,13,8,Neutral
Mark Brendanawicz,"Was that, uh, Justin?",Ann Perkins,2,13,4,Neutral
Ann Perkins,Yeah. We are going to lunch tomorrow.,Mark Brendanawicz,2,13,7,Positive
Mark Brendanawicz,Oh get out. How long have you known him?,Ann Perkins,2,13,9,Negative
Ann Perkins,"Forever. He practically saved my life. He was like, the only cool dude at my high school.",Mark Brendanawicz,2,13,17,Positive
Mark Brendanawicz,Awesome. Did you guys ever date?,Ann Perkins,2,13,6,Neutral
Ann Perkins,"No. We never did. He's just, like, a really amazing person. Let's do this!",Mark Brendanawicz,2,13,14,Neutral
Mark Brendanawicz,Yes.,Ann Perkins,2,13,1,Neutral
Ann Perkins,Marley and Me!,Mark Brendanawicz,2,13,3,Neutral
Mark Brendanawicz,Let's do it.,Ann Perkins,2,13,3,Neutral
